rank,status,reason,name,website,primary_type,primary_type_raw,business_status,rating,user_rating_count,rental_signal,matched_activities,matched_terms,matched_tiers,matched_modes,geo_zone,aoi_distance_m,review_lane,dedup_note,site_note,site_relevance,possible_duplicate_of,place_id,source_url
40,needs_review,gate4:shared-domain:reno.gov,Sierra Vista Park,https://www.reno.gov/Home/Components/FacilityDirectory/FacilityDirectory/151/2864?npage=4,Park,park,OPERATIONAL,4.8,57,true,mtb,downhill bike park rental,core,standard,covered_tile,0,duplicate,"Website domain already exists, but name/location did not corroborate a duplicate.",,,,ChIJJxL5DgtHmYARNfleoUTiV2w,https://maps.google.com/?cid=7806957263463053621&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
41,needs_review,gate4:shared-domain:parks.ca.gov,Fannette Island Tea House,https://www.parks.ca.gov/?page_id=506,Scenic Spot,scenic_spot,OPERATIONAL,4.8,56,true,canoe; kayak; powerboat; sup,boat rental; canoe rental; kayak rental; kayak tours; paddleboard rental,core,standard,covered_tile,0,duplicate,"Website domain already exists, but name/location did not corroborate a duplicate.",,,,ChIJQfx6AlaHmYARoENnttnmR88,https://maps.google.com/?cid=14936160511940051872&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
42,needs_review,gate4:verified-slug:zephyr-cove-snowmobiling-tours,Zephyr Cove Snowmobiling Tours,https://www.zephyrcove.com/snowmobiles/tahoe-snowmobiling-experience?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,Services,service,OPERATIONAL,4,51,true,snow-tube; snowmobile,sled rental; snowmobile rental,core; experience,standard,covered_tile,0,duplicate,"Slug was previously verified, but location/domain did not corroborate a same-operator duplicate.",,,,ChIJ7dvAtqubmYARB5Qvm7DHvUE,https://maps.google.com/?cid=4737161944395387911&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
43,needs_review,gate4:sweep_possible_duplicate,Heavenly Sports - Cecil's Plaza,https://www.epicmountainrentals.com/,Services,service,OPERATIONAL,4.5,50,true,alpine-ski; gear-shop; snowboard; snowshoe,outdoor gear rental; ski rental; ski shop; snowboard rental; snowboard shop; snowshoe rental; sporting goods store,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJPRErSHaQmYARa7QpkWhOUO0,,,ChIJPRErSHaQmYARa7QpkWhOUO0,ChIJv-yKNHaQmYARw929njJWAu4,https://maps.google.com/?cid=17150365106391866819&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
44,needs_review,gate4:sweep_possible_duplicate,Patagonia,http://www.patagonia.com/,Sportswear Store,sportswear_store,OPERATIONAL,4.7,46,true,alpine-ski; gear-shop; snowboard,ski shop; snowboard shop; sporting goods store,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJRV9f9HaQmYAR6kmr0HZp9kE,,,ChIJRV9f9HaQmYAR6kmr0HZp9kE,ChIJLeqjOjFimYARNK0OnSfFaiY,https://maps.google.com/?cid=2768241694901972276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
45,needs_review,gate4:sweep_possible_duplicate,Tahoe Dave's Boardshop,http://www.tahoedaves.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4.8,45,true,alpine-ski; backcountry-ski; gear-shop; nordic-ski; pwc; snowboard; snowshoe,backcountry ski rental; cross country ski rental; jet ski rental; outdoor equipment rental; outdoor gear rental; ski rental; ski shop; snowboard rental; snowboard shop; snowshoe rental; splitboard rental; sporting goods store,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJQ3A0TXR9mYARj3o0wJE-6_M,,,ChIJQ3A0TXR9mYARj3o0wJE-6_M,ChIJc-6tR-yOmYARNxSXTGmhdsQ,https://maps.google.com/?cid=14156679952314340407&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
46,needs_review,gate4:verified-slug:around-tahoe-tours-talbot-fine-art-gallery,AROUND TAHOE TOURS / TALBOT FINE ART GALLERY,https://aroundtahoe.com/,,,OPERATIONAL,4.9,38,true,snowmobile,snowmobile rental,core,standard,covered_tile,0,duplicate,"Slug was previously verified, but location/domain did not corroborate a same-operator duplicate.",,,,ChIJxxotdBdwmYARTk4xdGJPMPA,https://maps.google.com/?cid=17307420652259593806&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
47,needs_review,gate4:sweep_possible_duplicate,Powder House Ski & Board: Pro Snow,http://www.tahoepowderhouse.com/powder-house-boot-demo-center,Services,service,OPERATIONAL,4.6,37,true,alpine-ski; backcountry-ski; gear-shop; snowboard; snowshoe,backcountry ski rental; outdoor equipment rental; outdoor gear rental; ski rental; ski shop; snowboard rental; snowboard shop; snowshoe rental; sporting goods store,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJNd1MfXaQmYARGUhCfr5Mou8,,,ChIJNd1MfXaQmYARGUhCfr5Mou8,ChIJ03PeAneQmYARisbooJUWr4c,https://maps.google.com/?cid=9777058147950184074&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
48,needs_review,gate4:sweep_possible_duplicate,Silver and Blue Outfitters,http://www.silverandblueoutfitters.com/,Clothing Store,clothing_store,OPERATIONAL,4.4,37,true,gear-shop,sporting goods store,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJp8qpqvY_mYARR05jFE_BOGY,,,ChIJp8qpqvY_mYARR05jFE_BOGY,ChIJLYpGqfE_mYARZY9qhmUYsw0,https://maps.google.com/?cid=987159567650164581&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
49,needs_review,gate4:verified-slug:lake-tahoe-boat-rentals,Lake Tahoe Boat Rentals,http://tahoeadventurerentals.com/,Services,service,OPERATIONAL,4,37,true,alpine-ski; canoe; kayak; pontoon; powerboat; pwc; sailing; wakeboard; watersports,boat charter; boat rental; canoe rental; jet ski rental; kayak rental; motorboat rental; personal watercraft rental; pontoon rental; sailboat rental; ski boat rental; ski rental; wakeboard boat rental; watersports rental; waverunner rental,core,standard,covered_tile,0,duplicate,"Slug was previously verified, but location/domain did not corroborate a same-operator duplicate.",,,,ChIJ2QgACRZwmYARMOCQpl2hsXQ,https://maps.google.com/?cid=8408679402875969584&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
50,needs_review,gate4:verified-slug:ride-tahoe-rentals,Ride Tahoe Rentals,https://www.ridetahoerentals.com/,Services,service,OPERATIONAL,5,36,true,alpine-ski; cycling; ebike; mtb; snowboard,bike rental; bike shop; downhill bike park rental; ebike rental; mountain bike rental; ski rental; snowboard rental; snowboard shop,core,standard,covered_tile,0,duplicate,"Slug was previously verified, but location/domain did not corroborate a same-operator duplicate.",,,,ChIJi--nu62NmYARJiuXEQuXRIk,https://maps.google.com/?cid=9891196755408005926&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
51,needs_review,gate4:sweep_possible_duplicate,East Shore E-Bikes Tours & Rentals,https://tahoemultisport.com/home-2/,Services,service,OPERATIONAL,4.7,33,true,alpine-ski; cycling; ebike; kayak; mtb; nordic-ski; sup,bike rental; bike shop; cross country ski rental; downhill bike park rental; ebike rental; kayak rental; kayak tours; mountain bike rental; paddleboard rental; ski rental; ski shop,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJbYhgbxtwmYAR_mdxFLQOQZE,,,ChIJbYhgbxtwmYAR_mdxFLQOQZE,ChIJm_OOpPdxmYAR1VliycpjzoA,https://maps.google.com/?cid=9281465604670380501&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
52,needs_review,gate4:sweep_possible_duplicate,Parallel Mountain Sports,https://www.palisadestahoe.com/events-and-activities/shopping/parallel,Sporting Goods Store,sporting_goods_store,OPERATIONAL,3.9,32,true,alpine-ski; cycling; gear-shop; mtb; snowboard; snowshoe,bike rental; bike shop; mountain bike rental; outdoor equipment rental; outdoor gear rental; ski rental; ski shop; snowboard rental; snowboard shop; snowshoe rental; sporting goods store,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJN83rWezZm4ARtHEgfKt-QPs,,,ChIJN83rWezZm4ARtHEgfKt-QPs,ChIJzUBQ9uzZm4ARv8ZP7EJ-tgE,https://maps.google.com/?cid=123424865696859839&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
53,needs_review,gate4:sweep_possible_duplicate,Olympic Valley Ski & Bike,https://olympicvalleyskiandbike.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4.6,31,true,alpine-ski; backcountry-ski; backpacking; climbing; cycling; ebike; gear-shop; mtb; nordic-ski; pwc; snowboard; snowshoe,alpine touring ski rental; backcountry ski rental; backpacking gear rental; bike rental; bike shop; climbing gear rental; cross country ski rental; ebike rental; jet ski rental; mountain bike rental; outdoor gear rental; ski rental; ski shop; snowboard rental; snowboard shop; snowshoe rental; splitboard rental; sporting goods store,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJL0PZlOrZm4ARCLy9I1WG14U,,,ChIJL0PZlOrZm4ARCLy9I1WG14U,ChIJu5xhn0HZm4ARO3ETVqLq1ec,https://maps.google.com/?cid=16705516375750439227&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
54,needs_review,gate4:sweep_possible_duplicate,Kirkwood Village Rentals,https://www.epicmountainrentals.com/,Services,service,OPERATIONAL,4.3,29,true,alpine-ski; gear-shop; snowboard,ski rental; ski shop; snowboard rental; snowboard shop; sporting goods store,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJ5zLW07L2mYARbnUkbo-NMlY,,,ChIJ5zLW07L2mYARbnUkbo-NMlY,ChIJA6CYKrP2mYARLQS5eCAlfVQ,https://maps.google.com/?cid=6088063092669350957&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
55,needs_review,gate4:sweep_possible_duplicate,mountain area rentals,https://www.mountainarearentals.com/,Suppliers,supplier,OPERATIONAL,5,2,true,camping,tent rental,core,service-area,service_area_unknown_location,,duplicate,possible_duplicate_of:ChIJW6kImnuXmYARUnNyzKWfEGU,,,ChIJW6kImnuXmYARUnNyzKWfEGU,ChIJj6QyycBJSI4RLWvyXhasR1Y,https://maps.google.com/?cid=6217127022690462509&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
56,needs_review,gate4:shared-domain:sparksmarinapaddle.com,Sparks Marina PaddleFit and Rentals,https://sparksmarinapaddle.com/,,,OPERATIONAL,5,2,true,canoe; kayak; sup,canoe rental; kayak rental; paddleboard rental,core,service-area,service_area_unknown_location,,duplicate,"Website domain already exists, but name/location did not corroborate a duplicate.",,,,ChIJGcDAv74_mYARSkbgYH80Shk,https://maps.google.com/?cid=1822326720915588682&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
57,needs_review,gate4:sweep_possible_duplicate,West Shore Sports,http://westshoresports.com/,Services,service,OPERATIONAL,4.9,23,true,alpine-ski; canoe; cycling; ebike; gear-shop; kayak; mtb; pwc; snowboard; snowshoe; sup; wakeboard; watersports,bike rental; bike shop; canoe rental; downhill bike park rental; ebike rental; jet ski rental; kayak rental; mountain bike rental; paddleboard rental; ski boat rental; ski rental; ski shop; snowboard rental; snowboard shop; snowshoe rental; sporting goods store; watersports rental,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJq5Q9LNZ_mYAR_7YexyN5loc,,,ChIJq5Q9LNZ_mYAR_7YexyN5loc,ChIJ04d3lvZ9mYAR9avi2snSt1s,https://maps.google.com/?cid=6608982742592039925&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
58,needs_review,gate4:verified-slug:mountain-mikes-tees-and-skis,Mountain Mike's Tees and Skis,http://www.mtnmikeslaketahoe.com/,Services,service,OPERATIONAL,4,22,true,alpine-ski; backcountry-ski; gear-shop; nordic-ski; snowboard; snowshoe,backcountry ski rental; cross country ski rental; outdoor equipment rental; outdoor gear rental; ski rental; ski shop; snowboard rental; snowboard shop; snowshoe rental; sporting goods store,core,standard,covered_tile,0,duplicate,"Slug was previously verified, but location/domain did not corroborate a same-operator duplicate.",,,,ChIJE1amPXSQmYAR0IbbbnD6ocI,https://maps.google.com/?cid=14024766075411597008&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
59,needs_review,gate4:shared-domain:tahoedonner.com,Tahoe Donner Lodge Condos and Ski Hill,https://www.tahoedonner.com/news-events/private-events/weddings/venues/lodge/,Ski Resort,ski_resort,OPERATIONAL,4.7,21,true,alpine-ski; nordic-ski,cross country ski rental; ski rental,core,standard,covered_tile,0,duplicate,"Website domain already exists, but name/location did not corroborate a duplicate.",,,,ChIJ05aMQi7nm4ARY8LfV8veeys,https://maps.google.com/?cid=3133342930700321379&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
60,needs_review,gate4:sweep_possible_duplicate,Patagonia,https://www.patagonia.com/store-locator/,Clothing Store,clothing_store,OPERATIONAL,3.6,20,true,alpine-ski; gear-shop,ski shop; sporting goods store,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJRV9f9HaQmYAR6kmr0HZp9kE,,,ChIJRV9f9HaQmYAR6kmr0HZp9kE,ChIJiXzgguvZm4ARr8S_DTldMD0,https://maps.google.com/?cid=4409126534820906159&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
61,needs_review,gate4:shared-domain:battlebornpowersports.com,Battleborn Powersports,http://battlebornpowersports.com/,Services,service,OPERATIONAL,5,1,true,atv; utv,atv rental; quad rental; rzr rental; utv rental,core,service-area,service_area_unknown_location,,duplicate,"Website domain already exists, but name/location did not corroborate a duplicate.",,,,ChIJ_XV9uEkE6EQRo8SnN7o-qi0,https://maps.google.com/?cid=3290511447266149539&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
62,needs_review,gate4:sweep_possible_duplicate,REI Bike Shop,https://www.rei.com/stores/reno/bike-shop,Services,service,OPERATIONAL,4.6,17,true,cycling; ebike; gear-shop; mtb,bike rental; bike shop; ebike rental; mountain bike rental; sporting goods store,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJyTEMtn0_mYARwkrufB2t4Fc,,,ChIJyTEMtn0_mYARwkrufB2t4Fc,ChIJd4Jcuaw_mYAR7m4Neb2imh0,https://maps.google.com/?cid=2133196308176793326&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
63,needs_review,gate4:sweep_possible_duplicate,West Shore Sports,http://westshoresports.com/,Services,service,OPERATIONAL,4.6,16,true,canoe; cycling; kayak; powerboat; sup; watersports,bike rental; boat rental; canoe rental; kayak rental; kayak tours; paddleboard rental; watersports rental,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJq5Q9LNZ_mYAR_7YexyN5loc,,,ChIJq5Q9LNZ_mYAR_7YexyN5loc,ChIJQzRtOC2AmYARJIZqMz5Wvbk,https://maps.google.com/?cid=13383948492765562404&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
64,needs_review,gate4:sweep_possible_duplicate,Zumiez,https://www.zumiez.com/stores/us717?utm_source=google+my+business&utm_medium=organic&utm_campaign=store+locations,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4.4,16,true,gear-shop; snowboard,snowboard shop; sporting goods store,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJTb3VLfI_mYARC8xCjsfWDzE,,,ChIJTb3VLfI_mYARC8xCjsfWDzE,ChIJqUSXYIU_mYARZbEBWum17ng,https://maps.google.com/?cid=8714102342850556261&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
65,needs_review,gate4:sweep_possible_duplicate,Showcase - Northstar,https://www.epicmountainrentals.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4.9,15,true,alpine-ski; gear-shop; nordic-ski; snowboard,cross country ski rental; ski rental; ski shop; snowboard rental; snowboard shop; sporting goods store,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJy_eG4DBimYARKG5IS_ziWW4,,,ChIJy_eG4DBimYARKG5IS_ziWW4,ChIJHy3S4TBimYAR8wZL0zU3DRk,https://maps.google.com/?cid=1805159729963140851&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
66,needs_review,gate4:verified-slug:katoma-llc-boat-rental-lake-tahoe,Katoma LLC boat rental Lake Tahoe,http://boatrentalslaketahoe.com/,Services,service,OPERATIONAL,4.7,15,true,canoe; kayak; pontoon; powerboat; pwc; sailing; wakeboard; watersports,boat charter; boat rental; canoe rental; jet ski rental; kayak rental; motorboat rental; personal watercraft rental; pontoon rental; sailboat rental; ski boat rental; watersports rental; waverunner rental,core,standard,covered_tile,0,duplicate,"Slug was previously verified, but location/domain did not corroborate a same-operator duplicate.",,,,ChIJZSQyrBqbmYARCOrt-c8l9Yc,https://maps.google.com/?cid=9796778139595958792&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
67,needs_review,gate4:sweep_possible_duplicate,Northstar Performance Demo,https://www.epicmountainrentals.com/,Services,service,OPERATIONAL,3.4,14,true,alpine-ski; cycling; gear-shop; mtb; snowboard,bike rental; bike shop; mountain bike rental; ski rental; ski shop; snowboard rental; snowboard shop; sporting goods store,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJy_eG4DBimYARKG5IS_ziWW4,,,ChIJy_eG4DBimYARKG5IS_ziWW4,ChIJF7B73zBimYARrR4Fd3o5ESU,https://maps.google.com/?cid=2670979252153032365&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
68,needs_review,gate4:verified-slug:bicycle-service-center,Bicycle Service Center,http://bicycleservicecenter.com/,Services,service,OPERATIONAL,4.7,13,true,cycling; ebike; mtb,bike rental; bike shop; ebike rental; mountain bike rental,core,standard,covered_tile,0,duplicate,"Slug was previously verified, but location/domain did not corroborate a same-operator duplicate.",,,,ChIJTXYPIfxHmYARV7PRV5mpUq8,https://maps.google.com/?cid=12633346380796113751&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
69,needs_review,gate4:sweep_possible_duplicate,Burlington,https://www.burlington.com/stores/nv/carson-city/1681?utm_source=google&utm_medium=organic&utm_campaign=maps,Clothing Store,clothing_store,OPERATIONAL,4.1,11,true,gear-shop,sporting goods store,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJl1VVVSU-mYARJj-DrzWoUQQ,,,ChIJl1VVVSU-mYARJj-DrzWoUQQ,ChIJMX6vn0ChmYARSywE0MlNSWA,https://maps.google.com/?cid=6938162230114659403&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
70,needs_review,gate4:sweep_possible_duplicate,Nor-Cal Charters,https://www.fishingintahoe.com/,Fishing Charter,fishing_charter,OPERATIONAL,4.8,10,true,fishing-charter; powerboat,boat charter; fishing charter,core; gap,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJg2OclY2PmYAR5NI116CXf8k,,,ChIJg2OclY2PmYAR5NI116CXf8k,ChIJBWDI1OY5XmURrYNeiUP2qBU,https://maps.google.com/?cid=1560768040811791277&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
71,needs_review,gate4:sweep_possible_duplicate,Tahoe Donner Bikeworks,https://www.tahoedonner.com/amenities/amenities/bikeworks/,Services,service,OPERATIONAL,4.5,10,true,cycling; ebike; mtb,bike rental; bike shop; downhill bike park rental; ebike rental; mountain bike rental,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJlR4YgSrnm4ARApSSsylmGNE,,,ChIJlR4YgSrnm4ARApSSsylmGNE,ChIJZ37pmCrnm4ARZSL7KmoQYw8,https://maps.google.com/?cid=1108747981436953189&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
72,needs_review,gate4:sweep_possible_duplicate,TahoeJetBoats,https://www.tahoejetboats.com/,Services,service,OPERATIONAL,4.6,9,true,canoe; kayak; powerboat; pwc; wakeboard; watersports,boat rental; canoe rental; jet ski rental; kayak rental; motorboat rental; personal watercraft rental; ski boat rental; watersports rental; waverunner rental,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJc7xrQz1wmYARNoqosr-SE3U,,,ChIJc7xrQz1wmYARNoqosr-SE3U,ChIJl8-H1OGPmYARSzMIQpKESLM,https://maps.google.com/?cid=12918721294820193099&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
73,needs_review,gate4:sweep_possible_duplicate,Kayak Tahoe,http://www.kayaktahoe.com/,Services,service,OPERATIONAL,,0,true,canoe; kayak,canoe rental; kayak rental,core,service-area,service_area_unknown_location,,duplicate,possible_duplicate_of:ChIJb9Vvv7SHmYARXA3c6wo9eCM,,,ChIJb9Vvv7SHmYARXA3c6wo9eCM,ChIJ_eNIfQlXs6YR8_1W_8pxBy8,https://maps.google.com/?cid=3388802361300811251&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
74,needs_review,gate4:sweep_possible_duplicate,tahoe adventure rentals,http://tahoeadventurerentals.com/,Services,service,OPERATIONAL,,0,true,canoe; pontoon; powerboat,boat rental; canoe rental; pontoon rental,core,service-area,service_area_unknown_location,,duplicate,possible_duplicate_of:ChIJKR1iarZlmYARNAKF-L4g-ro,,,ChIJKR1iarZlmYARNAKF-L4g-ro,ChIJB8Rr3P1EwAIRkreX5MWCPuo,https://maps.google.com/?cid=16879072239886514066&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
75,needs_review,gate4:sweep_possible_duplicate,Lake Tahoe Boat Charters,https://tahoeboattours.com/,Services,service,OPERATIONAL,5,8,true,canoe; pontoon; powerboat; sailing,boat charter; boat rental; canoe rental; pontoon rental; sailboat rental,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJT720oDKPmYARl61Bj0YsY04,,,ChIJT720oDKPmYARl61Bj0YsY04,ChIJFThm4a-PmYAR-6x777jSJvo,https://maps.google.com/?cid=18025326250330664187&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
76,needs_review,gate4:sweep_possible_duplicate,Lake Tahoe Bike Rentals,http://tahoepowderhouse.com/,Services,service,OPERATIONAL,3.1,7,true,cycling; ebike; mtb,bike rental; bike shop; ebike rental; mountain bike rental,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJNd1MfXaQmYARGUhCfr5Mou8,,,ChIJNd1MfXaQmYARGUhCfr5Mou8,ChIJWRQo6XaQmYARPFU-QgLAS9Y,https://maps.google.com/?cid=15441646863303726396&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
77,needs_review,gate4:verified-slug:tahoe-wake-tubing-boat-rentals,Tahoe Wake Tubing Boat Rentals,https://www.tahoewaketubing.com/,Services,service,OPERATIONAL,5,6,true,canoe; pontoon; powerboat; pwc; river-tube; wakeboard; watersports,boat charter; boat rental; canoe rental; jet ski rental; motorboat rental; personal watercraft rental; pontoon rental; river float rental; river tubing rental; ski boat rental; wakeboard boat rental; watersports rental; waverunner rental,core,standard,covered_tile,0,duplicate,"Slug was previously verified, but location/domain did not corroborate a same-operator duplicate.",,,,ChIJl8-H1OGPmYARrRJCYDUCkE4,https://maps.google.com/?cid=5661027159876178605&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
78,needs_review,gate4:sweep_possible_duplicate,Heavenly Sports - Lake Tahoe Resort Hotel,https://www.epicmountainrentals.com/,Services,service,OPERATIONAL,4.3,6,true,alpine-ski; backpacking; camping; gear-shop; snowboard,backpacking gear rental; camping gear rental; outdoor equipment rental; outdoor gear rental; ski rental; ski shop; snowboard rental; snowboard shop; sporting goods store; tent rental,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJPRErSHaQmYARa7QpkWhOUO0,,,ChIJPRErSHaQmYARa7QpkWhOUO0,ChIJx83JvkSQmYARKn4staJO7Ko,https://maps.google.com/?cid=12316305541682724394&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
79,needs_review,gate4:sweep_possible_duplicate,The Tahoe Experience,https://www.thetahoeexperience.com/contact/,Point of interest,point_of_interest,OPERATIONAL,5,4,true,powerboat,boat charter; boat rental,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJG1pSOoE7WaIR4hsZXbN-jQY,,,ChIJG1pSOoE7WaIR4hsZXbN-jQY,ChIJoweDxY2PmYAREYlwZ3bRULE,https://maps.google.com/?cid=12776942449321871633&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
80,needs_review,gate4:sweep_possible_duplicate,RMU Truckee Ski Shop,https://mtnculture.com/pages/rmu-truckee,Sporting Goods Store,sporting_goods_store,OPERATIONAL,5,4,true,alpine-ski; cycling; gear-shop; mtb; snowboard,bike rental; bike shop; mountain bike rental; ski rental; ski shop; snowboard rental; snowboard shop; sporting goods store,core,standard,covered_tile,0,duplicate,possible_duplicate_of:ChIJS7Sl5rffm4ARB-OEDULe4ZE,,,ChIJS7Sl5rffm4ARB-OEDULe4ZE,ChIJN6x_Hdvfm4ARs2OsVqqpEyw,https://maps.google.com/?cid=3176068711290004403&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
