rank,status,reason,manual_review_label,pre_manual_review_reason,name,website,primary_type,primary_type_raw,business_status,rating,user_rating_count,rental_signal,matched_activities,matched_terms,matched_tiers,matched_modes,geo_zone,aoi_distance_m,review_lane,dedup_note,site_note,site_relevance,possible_duplicate_of,place_id,source_url
51,survivor,cleared_gates_0-5,,,Caples Lake Resort,http://www.capleslakeresort.com/,Resort hotel,resort_hotel,OPERATIONAL,4.7,231,true,powerboat; wakeboard,boat rental; ski boat rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJH-UJeuTzmYARQDbWPlfSFvE,https://maps.google.com/?cid=17372303884786480704&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
52,survivor,cleared_gates_0-5,,,Kj's Watersports Lake Tahoe,http://www.kjswatersports.com/,School,school,OPERATIONAL,5,21,true,powerboat; watersports,boat rental; watersports rental,core,service-area,service_area_unknown_location,,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJN5Y-66KPmYARbTv4tFWci-o,https://maps.google.com/?cid=16900773918560238445&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
53,survivor,cleared_gates_0-5,,,FishAndSave,http://www.fishandsave.com/,Store,store,OPERATIONAL,4.8,216,true,fishing-gear; fly-fishing; gear-shop,fishing bait and tackle shop; fly fishing outfitter; sporting goods store,core; gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJr6aBxJ4_mYARktvKixiXrNU,https://maps.google.com/?cid=15396847357753219986&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
54,survivor,cleared_gates_0-5,,,South Lake Tahoe Ice Arena,https://tahoeicearena.com/,Ice Skating Rink,ice_skating_rink,OPERATIONAL,4.5,214,true,ice-skate,ice skate rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJE68KpgKQmYARnZ7aMZUmW88,https://maps.google.com/?cid=14941578610960146077&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
55,survivor,cleared_gates_0-5,,,Tennis Nation Racquet Sports,https://www.tennisnation.com/reno-tennis-center/,Sports Club,sports_club,OPERATIONAL,5,211,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJgfqFQ-1AmYARdxg_shZp8lY,https://maps.google.com/?cid=6265185577826457719&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
56,survivor,cleared_gates_0-5,,,Dirty Wheel Tahoe,https://www.dirtywheeltahoe.com/,Services,service,OPERATIONAL,5,18,true,cycling; dirtbike; mtb,bike rental; dirt bike rental; mountain bike rental,core,service-area,service_area_unknown_location,,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJXcDVAiuAfIkR3b282FAnaj0,https://maps.google.com/?cid=4425392812032048605&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
57,survivor,cleared_gates_0-5,,,Jet Ski Rental Lake Tahoe,https://www.jetskirentallaketahoe.com/,Services,service,OPERATIONAL,5,17,true,alpine-ski; canoe; pontoon; powerboat; pwc; watersports,canoe rental; jet ski rental; motorboat rental; personal watercraft rental; pontoon rental; ski rental; watersports rental; waverunner rental,core,service-area,service_area_unknown_location,,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJw_C0jV9K3ioRUXC7gO5M2a8,https://maps.google.com/?cid=12671243613829296209&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
58,survivor,cleared_gates_0-5,,,Bio Bio Expeditions Worldwide,https://bbxrafting.com/,Tour Agency,tour_agency,OPERATIONAL,5,174,true,kayak; rafting,kayak tours; whitewater rafting,core; experience,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJm9fPXcLfm4ARuHHBmQ3lAd4,https://maps.google.com/?cid=15997319197973639608&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
59,survivor,cleared_gates_0-5,,,Blue Granite Climbing Gym,http://bluegraniteclimbing.com/,Sports Activity Location,sports_activity_location,OPERATIONAL,4.9,173,true,climbing,climbing gear rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJy44L9ZOPmYARNWA0jJ9Jadc,https://maps.google.com/?cid=15522018540309995573&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
60,survivor,cleared_gates_0-5,,,Discover Tahoe Chartered Cruises,https://discovertahoecruises.com/,Tour Agency,tour_agency,OPERATIONAL,4.9,171,true,canoe; pontoon; powerboat,boat charter; boat rental; canoe rental; motorboat rental; pontoon rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJiyTp4yC_mYARByWcGt0Oz1s,https://maps.google.com/?cid=6615522720427549959&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
61,survivor,cleared_gates_0-5,,,Tahoe Fly Fishing Outfitters,http://www.tahoeflyfishing.com/,Store,store,OPERATIONAL,4.9,169,true,fishing-gear; fly-fishing; outfitter,fishing bait and tackle shop; fly fishing outfitter; guide service outfitter,core; gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJR4kbYuePmYARjPe9igJbTiM,https://maps.google.com/?cid=2544070905986676620&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
62,survivor,cleared_gates_0-5,,,Captain Jack's Tahoe,http://www.captainjackstahoe.com/,School,school,OPERATIONAL,5,16,true,pontoon; watersports,pontoon rental; watersports rental,core,service-area,service_area_unknown_location,,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJ15wO24rfm4ARg1gatAOrBV8,https://maps.google.com/?cid=6847066840881584259&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
63,survivor,cleared_gates_0-5,,,Riverview Sports Park,http://www.tdrpd.org/riverview-sports-park,Park,park,OPERATIONAL,4.7,166,true,mtb,downhill bike park rental; mountain bike rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJn9PrISdgmYARWfGaRaZBLE0,https://maps.google.com/?cid=5560891822283878745&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
64,survivor,cleared_gates_0-5,,,Mountain Hardware and Sports Incline,http://www.acehardware.com/store-details/18283?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=18283,Hardware Store,hardware_store,OPERATIONAL,4.6,160,true,cycling; gear-shop,bike shop; sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ6-009xdwmYARDWXIb985UoI,https://maps.google.com/?cid=9390631804836799757&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
65,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate5:no_website_field,Blue Sun Boat Rentals,,Services,service,OPERATIONAL,5,15,true,canoe; pontoon; powerboat,boat rental; canoe rental; motorboat rental; pontoon rental,core,service-area,service_area_unknown_location,,operator,,No website field.,,,ChIJQyqVfYmbmYARRq9JoIFNTlo,https://maps.google.com/?cid=6507223730732248902&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
66,survivor,cleared_gates_0-5,,,Club Champion,https://clubchampion.com/locations/reno?utm_source=gbp&utm_medium=local&utm_campaign=gbp&utm_term=gbp_Reno,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4.9,157,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJZcLw1uYVmYAR1eVzoOZwDs0,https://maps.google.com/?cid=14775871563285915093&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
67,survivor,cleared_gates_0-5,,,Northstar Village Ice Skating Rink,http://m.northstarcalifornia.com/things-to-do.html?page=viewall,Ice Skating Rink,ice_skating_rink,OPERATIONAL,4.3,156,true,ice-skate,ice skate rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJZwsxJDFimYAR8mINJEAbvv4,https://maps.google.com/?cid=18356139093505434354&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
68,survivor,cleared_gates_0-5,,,Cruz Entertainment,https://cruzentnv.com/,,,OPERATIONAL,5,154,true,camping,tent rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ-78KP60wmYARA0J4mS2n0u4,https://maps.google.com/?cid=17209000940426248707&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
69,survivor,cleared_gates_0-5,,,Tahoe Swell Seekers,https://www.tahoeswellseekers.com/,Services,service,OPERATIONAL,5,14,true,canoe; pontoon; powerboat; watersports,boat rental; canoe rental; pontoon rental; watersports rental,core,service-area,service_area_unknown_location,,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ3TnKH9ajV2gRZyxjDGMuk50,https://maps.google.com/?cid=11354470088475618407&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
70,survivor,cleared_gates_0-5,,,Reno Fly Shop,http://renoflyshop.com/,Store,store,OPERATIONAL,4.6,147,true,fishing-gear; fly-fishing; gear-shop,fishing bait and tackle shop; fly fishing outfitter; sporting goods store,core; gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJN23nv8tAmYARvgNORU9WE2Y,https://maps.google.com/?cid=7355317514891297726&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
71,survivor,cleared_gates_0-5,,,Olympic Bootworks,http://olympicbootworks.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4.9,144,true,alpine-ski; backcountry-ski; cycling; gear-shop; snowboard,backcountry ski rental; bike shop; ski rental; ski shop; snowboard rental; snowboard shop; sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJm5ZXkerZm4ARnAq7qThpZok,https://maps.google.com/?cid=9900716522907306652&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
72,survivor,cleared_gates_0-5,,,Eastern Sierra Feed,http://www.easternsierrafeed.com/,Store,store,OPERATIONAL,4.7,139,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ06O-A3y-mYARAPpXEQC8kUY,https://maps.google.com/?cid=5085052162755000832&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
73,survivor,cleared_gates_0-5,,,TheTahoeVapory,http://www.thetahoevapory.com/,Store,store,OPERATIONAL,4.8,138,true,alpine-ski,ski shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJNZPS_Q6QmYARBPfAmxo8EXg,https://maps.google.com/?cid=8651762444135364356&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
74,survivor,cleared_gates_0-5,,,Action Water Sports of Incline Village,https://www.awsincline.com/,Services,service,OPERATIONAL,4.4,137,true,alpine-ski; canoe; kayak; pontoon; powerboat; pwc; sailing; sup; wakeboard; watersports,boat charter; boat rental; canoe rental; catamaran rental; jet ski rental; kayak rental; kayak tours; motorboat rental; paddleboard rental; personal watercraft rental; pontoon rental; sailboat rental; ski boat rental; ski rental; wakeboard boat rental; watersports rental; waverunner rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJoUWvFkFwmYARbrdYlmZOTEY,https://maps.google.com/?cid=5065509883400992622&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
75,survivor,cleared_gates_0-5,,,The WheelHouse,http://www.wheelhousecc.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4.8,134,true,alpine-ski; cycling; gear-shop,bike shop; ski shop; sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator phone number appears on the page.,phone_match,,ChIJPbiUCRSgmYARvIz9v6Kkf8g,https://maps.google.com/?cid=14447447148540562620&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
76,survivor,cleared_gates_0-5,,,Zumiez,https://www.zumiez.com/stores/us222?utm_source=google+my+business&utm_medium=organic&utm_campaign=store+locations,Clothing Store,clothing_store,OPERATIONAL,4.2,133,true,gear-shop; snowboard,snowboard shop; sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJTb3VLfI_mYARC8xCjsfWDzE,https://maps.google.com/?cid=3535280385082706955&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
77,survivor,cleared_gates_0-5,,,Mile High Fishing Charters,http://www.fishtahoe.com/,Fishing Charter,fishing_charter,OPERATIONAL,4.9,131,true,fishing-charter; powerboat,boat charter; fishing charter,core; gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJI6gkh42PmYARD1_fHU6UOSg,https://maps.google.com/?cid=2898510898419162895&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
78,survivor,cleared_gates_0-5,,,Gilligans Guide Service,http://www.gilligansguideservice.com/,Fishing Charter,fishing_charter,OPERATIONAL,4.9,120,true,fishing-charter; fly-fishing; outfitter,fishing charter; fly fishing outfitter; guide service outfitter,core; gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJZwdxF7BgmYARjbKNFXlQJdc,https://maps.google.com/?cid=15502885773275673229&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
79,survivor,cleared_gates_0-5,,,Hoop Northern Nevada,https://www.hoopnorthernnevada.com/,Services,service,OPERATIONAL,5,11,true,camping,tent rental,core,service-area,service_area_unknown_location,,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJfQ2xKDjZbmsRP7dHMFOo8Po,https://maps.google.com/?cid=18082137579138299711&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
80,survivor,cleared_gates_0-5,,,Trek Bicycle Reno,https://www.trekbikes.com/us/en_US/retail/reno/?y_source=1_MTAzMjk3NDY1MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,Bicycle Shop,bicycle_store,OPERATIONAL,5,115,true,cycling; ebike; gear-shop; mtb,bike rental; bike shop; ebike rental; mountain bike rental; sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ6VGItV8_mYAR_2RlEpHcutA,https://maps.google.com/?cid=15040576421194196223&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
81,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,gate5:social_only_site,The Bike Smith,https://www.facebook.com/thebikesmithcc/,Bicycle Shop,bicycle_store,OPERATIONAL,4.7,114,true,cycling; ebike; gear-shop; mtb,bike rental; bike shop; ebike rental; mountain bike rental; sporting goods store,core,standard,covered_tile,0,operator,,Website is a social/aggregator page (facebook.com); needs the operator's own site.,,,ChIJgdUHyKIKmYARaBDugkoQAKg,https://maps.google.com/?cid=12105693710582157416&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
82,survivor,cleared_gates_0-5,,,Camp Richardson Beachside Inn,https://www.camprichardson.com/beachside-inn/,Resort hotel,resort_hotel,OPERATIONAL,4.5,113,true,powerboat,boat rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJb6h9TYyFmYARfxDquuV848I,https://maps.google.com/?cid=14043205389196595327&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
83,survivor,cleared_gates_0-5,,,Testa Motorsports,https://testamotorsports.com/,Store,store,OPERATIONAL,4.7,109,true,cycling,bike shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJp-VGuMC9mYARy9bsu8VKvsc,https://maps.google.com/?cid=14393023672244557515&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
84,survivor,cleared_gates_0-5,,,Heavenly Village Ice Rink,https://theshopsatheavenly.com/ice-rink/,Ice Skating Rink,ice_skating_rink,OPERATIONAL,4,106,true,ice-skate,ice skate rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJRyf15HaQmYARyGmCpy5p1Vk,https://maps.google.com/?cid=6473195688514709960&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
85,survivor,cleared_gates_0-5,,,Birkholm's Water Ski Wakeboard School in Lake Tahoe,https://birkholmswatersports.com/,School,school,OPERATIONAL,5,104,true,pwc; wakeboard; watersports,jet ski rental; wakeboard boat rental; watersports rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJl3QypgyOmYAR73tph_OvNyg,https://maps.google.com/?cid=2897978345719954415&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
86,survivor,cleared_gates_0-5,,,Double Down Guide Service,http://doubledowntahoe.com/,Fishing Charter,fishing_charter,OPERATIONAL,4.8,104,true,fishing-charter; outfitter; powerboat,boat charter; fishing charter; guide service outfitter,core; gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJUfEcgi6PmYARLAfWEqrTzvU,https://maps.google.com/?cid=17712327111908656940&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
87,survivor,cleared_gates_0-5,,,Wingfield Ace Hardware,http://www.acehardware.com/store-details/18349?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=18349,Hardware Store,hardware_store,OPERATIONAL,4.5,103,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJl8WM-uE7mYARud8__I7uYnw,https://maps.google.com/?cid=8962988506305519545&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
88,survivor,cleared_gates_0-5,,,Matt Heron Fly Fishing,http://mattheronflyfishing.com/,Fishing Charter,fishing_charter,OPERATIONAL,5,100,true,fishing-charter; fly-fishing; outfitter,fishing charter; fly fishing outfitter; guide service outfitter,core; gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJf_jpwMXZm4ARr6Nv9K2fSw8,https://maps.google.com/?cid=1102150103301333935&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
89,survivor,cleared_gates_0-5,,,Carson City Bike Shop Concept E-Bikes,https://carsoncitybikeshop.com/,Bicycle Shop,bicycle_store,OPERATIONAL,3.5,99,true,cycling; ebike; gear-shop; mtb,bike rental; bike shop; ebike rental; mountain bike rental; sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJO3GWY9-hmYAR6reGUxom-7k,https://maps.google.com/?cid=13401347010683385834&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
90,survivor,cleared_gates_0-5,,,Tahoe Boat co,https://tahoeboatco.com/,Services,service,OPERATIONAL,5,9,true,canoe; pontoon; powerboat,boat rental; canoe rental; pontoon rental,core,service-area,service_area_unknown_location,,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJJ3ab3DcqFUERO5RPuK1cVVk,https://maps.google.com/?cid=6437153143587312699&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
91,survivor,manual_review:in_scope_rents_gear_for_pass_a,yes,cleared_gates_0-5,"Tahoe Jeep Rentals, Inc",http://www.tahoejeeprental.com/,Car Rental Agency,car_rental,OPERATIONAL,4.6,9,true,atv; offroad-4x4,4x4 rental; atv rental; off road jeep rental,core,service-area,service_area_unknown_location,,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJh_0E4E99mYAR0zBdX3N682c,https://maps.google.com/?cid=7490465241187037395&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
92,survivor,cleared_gates_0-5,,,Bijou Municipal Golf Course,https://cityofslt.us/267/Golf-Course,Golf Course,golf_course,OPERATIONAL,4.2,92,true,disc-golf,disc golf rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ_5V_Qx2QmYARrhM3tg-HJxs,https://maps.google.com/?cid=1956681064667091886&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
93,survivor,cleared_gates_0-5,,,Surefoot,https://www.surefoot.com/locations/palisades-tahoe,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4.7,91,true,alpine-ski; backcountry-ski; gear-shop; nordic-ski; snowboard; snowshoe,backcountry ski rental; cross country ski rental; outdoor gear rental; ski rental; ski shop; snowboard rental; snowboard shop; snowshoe rental; sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJ-Xt0guvZm4ARovxMnGTSl5I,https://maps.google.com/?cid=10563142780581641378&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
94,survivor,cleared_gates_0-5,,,Trout Creek Outfitters,https://troutcreekoutfitters.com/,Store,store,OPERATIONAL,4.9,88,true,fishing-charter; fishing-gear; fly-fishing; gear-shop; hunting; outfitter,fishing bait and tackle shop; fishing charter; fly fishing outfitter; guide service outfitter; hunting guide outfitter; sporting goods store,core; gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJDSEciMvfm4ARrtIEaXBeUV4,https://maps.google.com/?cid=6796317149570060974&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
95,survivor,cleared_gates_0-5,,,Reel-Lentless Fishing Charters,http://reellentless.com/,Fishing Charter,fishing_charter,OPERATIONAL,5,87,true,fishing-charter; powerboat,boat charter; fishing charter,core; gap,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJqXdfB01jmYARp9BUB8pw0H0,https://maps.google.com/?cid=9065870062905512103&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
96,survivor,cleared_gates_0-5,,,Rack 2 Roam,https://www.rack2roam.com/,Store,store,OPERATIONAL,4.8,87,true,alpine-ski; cycling,bike shop; ski shop,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: the registrable domain corresponds to the operator name.,domain_matches_operator_name,,ChIJtc1b56MVmYARnnQ_PQXZJG4,https://maps.google.com/?cid=7936707059859289246&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
97,survivor,cleared_gates_0-5,,,The Spa and Sauna Co. - Carson City,https://spaandsauna.com/locations-s-carson-st-carson-city/,Store,store,OPERATIONAL,4.8,86,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJaWIl1NihmYARHdUPD0i6Qh4,https://maps.google.com/?cid=2180509988253848861&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
98,survivor,cleared_gates_0-5,,,The Ice Rink at Grand Sierra Resort,https://www.grandsierraresort.com/activities/the-ice-rink/,Ice Skating Rink,ice_skating_rink,OPERATIONAL,2.7,84,true,ice-skate,ice skate rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJbSnEiuQ_mYARc73G5CC_bHk,https://maps.google.com/?cid=8749578324072119667&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
99,survivor,cleared_gates_0-5,,,Marine Specialties Boat Sales and Service,http://www.marine-specialties.com/,Suppliers,supplier,OPERATIONAL,4.9,83,true,alpine-ski; pontoon; powerboat; pwc; wakeboard; watersports,boat rental; jet ski rental; pontoon rental; ski boat rental; ski rental; ski shop; wakeboard boat rental; watersports rental; waverunner rental,core,standard,covered_tile,0,operator,,Live HTTPS site (200). First-party check: operator name appears on the page.,operator_name_match,,ChIJv41asuE-mYAR6TD34kRwZkU,https://maps.google.com/?cid=5000807877409452265&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
